Image_Index,True_Label,Predicted_Label,U,FM1,FM2,FM3,C
37614,5,5,1.0,1.0,0.0,0.0,True
37615,5,5,4.0,0.5,0.3,0.1,True
37616,5,5,1.0,1.0,0.0,0.0,True
37617,9,9,3.0,0.8,0.1,0.1,True
37618,7,8,4.0,0.6,0.2,0.1,False
37619,0,0,1.0,1.0,0.0,0.0,True
37620,7,7,3.0,0.6,0.3,0.1,True
37621,6,6,2.0,0.8,0.2,0.0,True
37622,9,9,2.0,0.9,0.1,0.0,True
37623,1,1,1.0,1.0,0.0,0.0,True
37624,1,5,6.0,0.5,0.1,0.1,False
37625,8,8,3.0,0.8,0.1,0.1,True
37626,0,0,1.0,1.0,0.0,0.0,True
37627,0,0,2.0,0.8,0.2,0.0,True
37628,5,5,2.0,0.8,0.2,0.0,True
37629,8,8,3.0,0.7,0.2,0.1,True
37630,8,8,1.0,1.0,0.0,0.0,True
37631,6,6,1.0,1.0,0.0,0.0,True
37632,5,5,3.0,0.8,0.1,0.1,True
37633,3,2,5.0,0.5,0.2,0.1,False
37634,7,1,5.0,0.5,0.2,0.1,False
37635,0,0,3.0,0.7,0.2,0.1,True
37636,0,0,2.0,0.6,0.4,0.0,True
37637,7,7,2.0,0.9,0.1,0.0,True
37638,5,5,3.0,0.6,0.2,0.2,True
37639,9,9,4.0,0.6,0.2,0.1,True
37640,1,1,1.0,1.0,0.0,0.0,True
37641,0,0,3.0,0.8,0.1,0.1,True
37642,4,4,2.0,0.9,0.1,0.0,True
37643,3,3,1.0,1.0,0.0,0.0,True
37644,7,7,3.0,0.7,0.2,0.1,True
37645,4,4,1.0,1.0,0.0,0.0,True
37646,9,9,2.0,0.7,0.3,0.0,True
37647,2,2,1.0,1.0,0.0,0.0,True
37648,8,8,1.0,1.0,0.0,0.0,True
37649,0,0,2.0,0.9,0.1,0.0,True
37650,8,8,1.0,1.0,0.0,0.0,True
37651,0,0,5.0,0.6,0.1,0.1,True
37652,4,4,4.0,0.7,0.1,0.1,True
37653,2,2,1.0,1.0,0.0,0.0,True
37654,7,7,1.0,1.0,0.0,0.0,True
37655,7,4,4.0,0.6,0.2,0.1,False
37656,4,4,2.0,0.9,0.1,0.0,True
37657,8,8,3.0,0.7,0.2,0.1,True
37658,0,0,2.0,0.9,0.1,0.0,True
37659,0,0,3.0,0.8,0.1,0.1,True
37660,7,7,2.0,0.8,0.2,0.0,True
37661,1,1,1.0,1.0,0.0,0.0,True
37662,1,1,1.0,1.0,0.0,0.0,True
37663,9,9,3.0,0.5,0.3,0.2,True
37664,0,0,3.0,0.6,0.3,0.1,True
37665,7,7,2.0,0.9,0.1,0.0,True
37666,7,7,1.0,1.0,0.0,0.0,True
37667,8,8,2.0,0.9,0.1,0.0,True
37668,6,6,1.0,1.0,0.0,0.0,True
37669,8,8,3.0,0.8,0.1,0.1,True
37670,8,8,2.0,0.9,0.1,0.0,True
37671,1,1,1.0,1.0,0.0,0.0,True
37672,0,0,2.0,0.9,0.1,0.0,True
37673,3,3,5.0,0.5,0.2,0.1,True
37674,1,1,2.0,0.8,0.2,0.0,True
37675,2,8,2.0,0.6,0.4,0.0,False
37676,6,6,3.0,0.7,0.2,0.1,True
37677,5,8,4.0,0.4,0.3,0.2,False
37678,6,6,3.0,0.6,0.2,0.2,True
37679,1,1,1.0,1.0,0.0,0.0,True
37680,6,6,3.0,0.7,0.2,0.1,True
37681,3,3,2.0,0.9,0.1,0.0,True
37682,8,8,4.0,0.6,0.2,0.1,True
37683,0,0,3.0,0.8,0.1,0.1,True
37684,2,2,1.0,1.0,0.0,0.0,True
37685,8,8,3.0,0.7,0.2,0.1,True
37686,0,0,3.0,0.8,0.1,0.1,True
37687,8,8,4.0,0.6,0.2,0.1,True
37688,2,2,3.0,0.8,0.1,0.1,True
37689,1,1,1.0,1.0,0.0,0.0,True
37690,4,4,2.0,0.9,0.1,0.0,True
37691,5,5,3.0,0.7,0.2,0.1,True
37692,8,8,3.0,0.7,0.2,0.1,True
37693,3,3,5.0,0.5,0.2,0.1,True
37694,0,2,6.0,0.3,0.3,0.1,False
37695,7,7,2.0,0.8,0.2,0.0,True
37696,5,5,2.0,0.9,0.1,0.0,True
37697,4,4,3.0,0.8,0.1,0.1,True
37698,3,3,3.0,0.8,0.1,0.1,True
37699,0,0,4.0,0.7,0.1,0.1,True
37700,8,1,3.0,0.5,0.4,0.1,False
37701,8,8,2.0,0.8,0.2,0.0,True
37702,6,6,1.0,1.0,0.0,0.0,True
37703,1,1,1.0,1.0,0.0,0.0,True
37704,4,4,2.0,0.9,0.1,0.0,True
37705,3,3,5.0,0.4,0.2,0.2,True
37706,7,7,2.0,0.9,0.1,0.0,True
37707,8,8,2.0,0.6,0.4,0.0,True
37708,6,6,1.0,1.0,0.0,0.0,True
37709,1,1,2.0,0.9,0.1,0.0,True
37710,7,7,2.0,0.9,0.1,0.0,True
37711,4,4,1.0,1.0,0.0,0.0,True
37712,7,9,3.0,0.5,0.3,0.2,False
37713,1,1,2.0,0.9,0.1,0.0,True
37714,2,2,2.0,0.7,0.3,0.0,True
37715,1,1,1.0,1.0,0.0,0.0,True
37716,9,9,2.0,0.8,0.2,0.0,True
37717,1,1,3.0,0.8,0.1,0.1,True
37718,5,5,2.0,0.9,0.1,0.0,True
37719,1,1,1.0,1.0,0.0,0.0,True
37720,3,3,4.0,0.4,0.3,0.2,True
37721,3,3,5.0,0.6,0.1,0.1,True
37722,1,1,3.0,0.6,0.3,0.1,True
37723,7,7,1.0,1.0,0.0,0.0,True
37724,5,5,2.0,0.9,0.1,0.0,True
37725,3,3,2.0,0.9,0.1,0.0,True
37726,1,1,1.0,1.0,0.0,0.0,True
37727,7,7,1.0,1.0,0.0,0.0,True
37728,1,1,1.0,1.0,0.0,0.0,True
37729,1,1,2.0,0.9,0.1,0.0,True
37730,8,3,4.0,0.6,0.2,0.1,False
37731,5,4,5.0,0.5,0.2,0.1,False
37732,1,1,4.0,0.6,0.2,0.1,True
37733,6,6,2.0,0.8,0.2,0.0,True
37734,5,5,3.0,0.5,0.4,0.1,True
37735,0,0,1.0,1.0,0.0,0.0,True
37736,1,1,1.0,1.0,0.0,0.0,True
37737,1,1,2.0,0.9,0.1,0.0,True
37738,1,1,3.0,0.6,0.2,0.2,True
37739,7,7,3.0,0.5,0.3,0.2,True
37740,9,9,3.0,0.7,0.2,0.1,True
37741,0,6,3.0,0.4,0.4,0.2,False
37742,6,6,2.0,0.9,0.1,0.0,True
37743,7,7,4.0,0.6,0.2,0.1,True
37744,6,6,4.0,0.6,0.2,0.1,True
37745,2,2,2.0,0.9,0.1,0.0,True
37746,0,8,3.0,0.5,0.4,0.1,False
37747,1,1,1.0,1.0,0.0,0.0,True
37748,5,5,4.0,0.6,0.2,0.1,True
37749,5,3,6.0,0.3,0.2,0.2,False
37750,6,6,1.0,1.0,0.0,0.0,True
37751,9,9,2.0,0.9,0.1,0.0,True
37752,0,0,1.0,1.0,0.0,0.0,True
37753,5,3,5.0,0.3,0.3,0.2,False
37754,1,1,1.0,1.0,0.0,0.0,True
37755,4,4,2.0,0.6,0.4,0.0,True
37756,7,7,1.0,1.0,0.0,0.0,True
37757,1,1,1.0,1.0,0.0,0.0,True
37758,7,7,2.0,0.9,0.1,0.0,True
37759,0,0,1.0,1.0,0.0,0.0,True
37760,5,9,5.0,0.3,0.3,0.2,False
37761,7,7,2.0,0.7,0.3,0.0,True
37762,1,1,3.0,0.8,0.1,0.1,True
37763,9,9,2.0,0.8,0.2,0.0,True
37764,4,4,3.0,0.6,0.3,0.1,True
37765,1,1,1.0,1.0,0.0,0.0,True
37766,3,3,1.0,1.0,0.0,0.0,True
37767,5,2,4.0,0.4,0.3,0.2,False
37768,9,9,2.0,0.9,0.1,0.0,True
37769,9,9,2.0,0.8,0.2,0.0,True
37770,0,0,1.0,1.0,0.0,0.0,True
37771,0,0,1.0,1.0,0.0,0.0,True
37772,1,1,4.0,0.7,0.1,0.1,True
37773,8,8,3.0,0.8,0.1,0.1,True
37774,6,6,2.0,0.9,0.1,0.0,True
37775,0,0,1.0,1.0,0.0,0.0,True
37776,9,9,4.0,0.5,0.3,0.1,True
37777,7,7,3.0,0.5,0.4,0.1,True
37778,1,1,2.0,0.9,0.1,0.0,True
37779,1,1,3.0,0.8,0.1,0.1,True
37780,2,2,3.0,0.8,0.1,0.1,True
37781,3,3,3.0,0.5,0.4,0.1,True
37782,4,4,2.0,0.9,0.1,0.0,True
37783,8,8,4.0,0.5,0.3,0.1,True
37784,8,8,1.0,1.0,0.0,0.0,True
37785,2,2,4.0,0.6,0.2,0.1,True
37786,3,3,2.0,0.9,0.1,0.0,True
37787,5,5,1.0,1.0,0.0,0.0,True
37788,0,0,1.0,1.0,0.0,0.0,True
37789,0,0,2.0,0.8,0.2,0.0,True
37790,2,2,1.0,1.0,0.0,0.0,True
37791,2,4,6.0,0.3,0.3,0.1,False
37792,1,1,1.0,1.0,0.0,0.0,True
37793,1,1,1.0,1.0,0.0,0.0,True
37794,4,4,2.0,0.9,0.1,0.0,True
37795,5,6,4.0,0.6,0.2,0.1,False
37796,4,4,4.0,0.6,0.2,0.1,True
37797,6,6,2.0,0.9,0.1,0.0,True
37798,2,6,3.0,0.6,0.3,0.1,False
37799,0,0,2.0,0.9,0.1,0.0,True
37800,0,6,4.0,0.4,0.3,0.2,False
37801,8,5,4.0,0.4,0.2,0.2,False
37802,2,2,2.0,0.9,0.1,0.0,True
37803,0,0,5.0,0.4,0.2,0.2,True
37804,1,1,1.0,1.0,0.0,0.0,True
37805,8,8,1.0,1.0,0.0,0.0,True
37806,2,2,2.0,0.7,0.3,0.0,True
37807,9,9,3.0,0.8,0.1,0.1,True
37808,5,0,4.0,0.6,0.2,0.1,False
37809,9,9,2.0,0.9,0.1,0.0,True
37810,2,2,2.0,0.9,0.1,0.0,True
37811,7,7,1.0,1.0,0.0,0.0,True
37812,5,5,5.0,0.3,0.3,0.2,True
37813,6,6,2.0,0.8,0.2,0.0,True
37814,3,3,3.0,0.7,0.2,0.1,True
37815,8,8,1.0,1.0,0.0,0.0,True
37816,1,1,1.0,1.0,0.0,0.0,True
37817,6,6,2.0,0.9,0.1,0.0,True
37818,8,8,6.0,0.3,0.2,0.2,True
37819,8,8,2.0,0.9,0.1,0.0,True
37820,3,3,4.0,0.4,0.2,0.2,True
37821,7,9,3.0,0.7,0.2,0.1,False
37822,5,5,1.0,1.0,0.0,0.0,True
37823,7,7,4.0,0.5,0.2,0.2,True
37824,5,5,3.0,0.8,0.1,0.1,True
37825,2,7,7.0,0.3,0.2,0.1,False
37826,9,9,2.0,0.9,0.1,0.0,True
37827,4,4,2.0,0.8,0.2,0.0,True
37828,6,6,3.0,0.7,0.2,0.1,True
37829,7,7,5.0,0.4,0.3,0.1,True
37830,1,1,5.0,0.5,0.2,0.1,True
37831,5,5,2.0,0.9,0.1,0.0,True
37832,6,6,1.0,1.0,0.0,0.0,True
37833,9,9,1.0,1.0,0.0,0.0,True
37834,8,5,4.0,0.6,0.2,0.1,False
37835,4,4,4.0,0.4,0.4,0.1,True
37836,3,3,3.0,0.6,0.3,0.1,True
37837,7,7,5.0,0.3,0.3,0.2,True
37838,6,6,2.0,0.9,0.1,0.0,True
37839,8,8,1.0,1.0,0.0,0.0,True
37840,0,6,4.0,0.6,0.2,0.1,False
37841,1,1,2.0,0.9,0.1,0.0,True
37842,0,9,6.0,0.4,0.2,0.1,False
37843,9,5,5.0,0.3,0.2,0.2,False
37844,9,9,2.0,0.8,0.2,0.0,True
37845,5,5,1.0,1.0,0.0,0.0,True
37846,5,5,1.0,1.0,0.0,0.0,True
37847,6,6,3.0,0.8,0.1,0.1,True
37848,7,7,2.0,0.9,0.1,0.0,True
37849,4,4,2.0,0.9,0.1,0.0,True
37850,8,8,2.0,0.8,0.2,0.0,True
37851,1,1,2.0,0.9,0.1,0.0,True
37852,5,5,2.0,0.9,0.1,0.0,True
37853,6,6,1.0,1.0,0.0,0.0,True
37854,8,8,4.0,0.7,0.1,0.1,True
37855,6,6,2.0,0.8,0.2,0.0,True
37856,4,4,1.0,1.0,0.0,0.0,True
37857,0,0,1.0,1.0,0.0,0.0,True
37858,8,8,1.0,1.0,0.0,0.0,True
37859,7,7,1.0,1.0,0.0,0.0,True
37860,5,5,2.0,0.9,0.1,0.0,True
37861,7,7,2.0,0.9,0.1,0.0,True
37862,0,0,1.0,1.0,0.0,0.0,True
37863,9,9,2.0,0.9,0.1,0.0,True
37864,7,1,3.0,0.7,0.2,0.1,False
37865,7,7,3.0,0.6,0.3,0.1,True
37866,2,2,4.0,0.5,0.3,0.1,True
37867,8,8,2.0,0.7,0.3,0.0,True
37868,7,7,2.0,0.7,0.3,0.0,True
37869,8,3,6.0,0.3,0.2,0.2,False
37870,6,6,2.0,0.7,0.3,0.0,True
37871,8,8,3.0,0.8,0.1,0.1,True
37872,3,3,2.0,0.9,0.1,0.0,True
37873,3,3,1.0,1.0,0.0,0.0,True
37874,3,3,3.0,0.5,0.3,0.2,True
37875,2,2,3.0,0.7,0.2,0.1,True
37876,4,1,7.0,0.3,0.2,0.1,False
37877,2,1,4.0,0.5,0.3,0.1,False
37878,9,9,2.0,0.9,0.1,0.0,True
37879,9,9,2.0,0.9,0.1,0.0,True
37880,2,2,4.0,0.7,0.1,0.1,True
37881,5,5,4.0,0.4,0.4,0.1,True
37882,2,2,3.0,0.7,0.2,0.1,True
37883,4,4,3.0,0.6,0.3,0.1,True
37884,4,4,2.0,0.9,0.1,0.0,True
37885,2,2,2.0,0.9,0.1,0.0,True
37886,7,2,4.0,0.4,0.4,0.1,False
37887,7,7,2.0,0.6,0.4,0.0,True
37888,7,7,1.0,1.0,0.0,0.0,True
37889,5,8,2.0,0.7,0.3,0.0,False
37890,7,7,3.0,0.8,0.1,0.1,True
37891,4,4,1.0,1.0,0.0,0.0,True
37892,1,1,1.0,1.0,0.0,0.0,True
37893,1,1,1.0,1.0,0.0,0.0,True
37894,9,9,2.0,0.7,0.3,0.0,True
37895,6,6,3.0,0.8,0.1,0.1,True
37896,8,8,2.0,0.8,0.2,0.0,True
37897,7,9,2.0,0.6,0.4,0.0,False
37898,4,4,4.0,0.4,0.3,0.2,True
37899,8,8,2.0,0.9,0.1,0.0,True
37900,5,5,3.0,0.7,0.2,0.1,True
37901,0,0,1.0,1.0,0.0,0.0,True
37902,4,4,1.0,1.0,0.0,0.0,True
37903,2,8,4.0,0.6,0.2,0.1,False
37904,1,1,2.0,0.9,0.1,0.0,True
37905,9,8,4.0,0.5,0.2,0.2,False
37906,2,2,4.0,0.6,0.2,0.1,True
37907,0,0,2.0,0.9,0.1,0.0,True
37908,9,9,3.0,0.8,0.1,0.1,True
37909,1,1,1.0,1.0,0.0,0.0,True
37910,1,1,1.0,1.0,0.0,0.0,True
37911,4,9,3.0,0.6,0.3,0.1,False
37912,4,4,2.0,0.9,0.1,0.0,True
37913,1,1,2.0,0.9,0.1,0.0,True
37914,6,6,1.0,1.0,0.0,0.0,True
37915,6,6,2.0,0.9,0.1,0.0,True
37916,8,8,3.0,0.6,0.2,0.2,True
37917,2,8,2.0,0.6,0.4,0.0,False
37918,4,4,2.0,0.9,0.1,0.0,True
37919,0,8,5.0,0.5,0.2,0.1,False
37920,7,7,2.0,0.7,0.3,0.0,True
37921,3,3,1.0,1.0,0.0,0.0,True
37922,3,3,2.0,0.7,0.3,0.0,True
37923,8,8,2.0,0.9,0.1,0.0,True
37924,9,8,5.0,0.5,0.2,0.1,False
37925,8,8,4.0,0.5,0.2,0.2,True
37926,5,5,4.0,0.5,0.3,0.1,True
37927,3,3,2.0,0.9,0.1,0.0,True
37928,4,4,1.0,1.0,0.0,0.0,True
37929,3,3,2.0,0.9,0.1,0.0,True
37930,6,6,3.0,0.6,0.3,0.1,True
37931,1,1,3.0,0.7,0.2,0.1,True
37932,2,3,3.0,0.4,0.4,0.2,False
37933,8,8,3.0,0.8,0.1,0.1,True
37934,2,2,1.0,1.0,0.0,0.0,True
37935,8,8,4.0,0.6,0.2,0.1,True
37936,7,7,2.0,0.5,0.5,0.0,True
37937,0,0,1.0,1.0,0.0,0.0,True
37938,8,8,1.0,1.0,0.0,0.0,True
37939,8,8,6.0,0.3,0.3,0.1,True
37940,6,6,2.0,0.9,0.1,0.0,True
37941,2,2,2.0,0.8,0.2,0.0,True
37942,4,4,2.0,0.7,0.3,0.0,True
37943,9,9,3.0,0.8,0.1,0.1,True
37944,1,1,1.0,1.0,0.0,0.0,True
37945,2,2,3.0,0.8,0.1,0.1,True
37946,0,0,1.0,1.0,0.0,0.0,True
37947,2,2,2.0,0.8,0.2,0.0,True
37948,0,0,3.0,0.8,0.1,0.1,True
37949,3,3,4.0,0.7,0.1,0.1,True
37950,2,2,3.0,0.5,0.3,0.2,True
37951,2,2,5.0,0.5,0.2,0.1,True
37952,4,4,1.0,1.0,0.0,0.0,True
37953,6,6,2.0,0.8,0.2,0.0,True
37954,5,6,2.0,0.9,0.1,0.0,False
37955,9,9,1.0,1.0,0.0,0.0,True
37956,6,6,3.0,0.8,0.1,0.1,True
37957,9,9,4.0,0.6,0.2,0.1,True
37958,4,4,2.0,0.5,0.5,0.0,True
37959,6,6,1.0,1.0,0.0,0.0,True
37960,0,0,1.0,1.0,0.0,0.0,True
37961,7,7,6.0,0.4,0.2,0.1,True
37962,2,2,3.0,0.8,0.1,0.1,True
37963,6,6,1.0,1.0,0.0,0.0,True
37964,3,3,2.0,0.9,0.1,0.0,True
37965,0,0,1.0,1.0,0.0,0.0,True
37966,2,2,3.0,0.7,0.2,0.1,True
37967,6,6,1.0,1.0,0.0,0.0,True
37968,4,4,1.0,1.0,0.0,0.0,True
37969,3,2,5.0,0.2,0.2,0.2,False
37970,0,0,1.0,1.0,0.0,0.0,True
37971,3,3,1.0,1.0,0.0,0.0,True
37972,0,0,1.0,1.0,0.0,0.0,True
37973,9,9,2.0,0.9,0.1,0.0,True
37974,8,3,6.0,0.3,0.2,0.2,False
37975,0,0,4.0,0.6,0.2,0.1,True
37976,9,9,2.0,0.9,0.1,0.0,True
37977,3,3,3.0,0.8,0.1,0.1,True
37978,3,3,3.0,0.6,0.3,0.1,True
37979,5,5,2.0,0.9,0.1,0.0,True
37980,0,0,1.0,1.0,0.0,0.0,True
37981,9,9,2.0,0.8,0.2,0.0,True
37982,2,2,1.0,1.0,0.0,0.0,True
37983,1,1,2.0,0.5,0.5,0.0,True
37984,3,3,3.0,0.8,0.1,0.1,True
37985,2,2,2.0,0.8,0.2,0.0,True
37986,8,8,2.0,0.9,0.1,0.0,True
37987,1,1,3.0,0.8,0.1,0.1,True
37988,7,7,3.0,0.8,0.1,0.1,True
37989,2,2,2.0,0.9,0.1,0.0,True
37990,4,4,3.0,0.6,0.3,0.1,True
37991,6,6,3.0,0.8,0.1,0.1,True
37992,1,1,1.0,1.0,0.0,0.0,True
37993,7,7,1.0,1.0,0.0,0.0,True
37994,2,2,5.0,0.4,0.2,0.2,True
37995,5,5,3.0,0.8,0.1,0.1,True
37996,4,4,1.0,1.0,0.0,0.0,True
37997,7,7,4.0,0.6,0.2,0.1,True
37998,2,2,1.0,1.0,0.0,0.0,True
37999,1,1,2.0,0.9,0.1,0.0,True
38000,2,6,5.0,0.3,0.2,0.2,False
38001,5,8,4.0,0.7,0.1,0.1,False
38002,6,6,2.0,0.9,0.1,0.0,True
38003,2,1,4.0,0.4,0.3,0.2,False
38004,7,7,2.0,0.9,0.1,0.0,True
38005,3,3,1.0,1.0,0.0,0.0,True
38006,7,7,1.0,1.0,0.0,0.0,True
38007,3,3,2.0,0.9,0.1,0.0,True
38008,3,3,1.0,1.0,0.0,0.0,True
38009,2,2,3.0,0.6,0.3,0.1,True
38010,1,1,2.0,0.8,0.2,0.0,True
38011,4,4,3.0,0.6,0.3,0.1,True
38012,0,0,1.0,1.0,0.0,0.0,True
38013,5,5,2.0,0.8,0.2,0.0,True
38014,9,9,2.0,0.9,0.1,0.0,True
38015,3,2,3.0,0.4,0.3,0.3,False
38016,9,9,2.0,0.7,0.3,0.0,True
38017,2,2,5.0,0.5,0.2,0.1,True
38018,3,3,2.0,0.9,0.1,0.0,True
38019,0,0,2.0,0.8,0.2,0.0,True
38020,6,6,1.0,1.0,0.0,0.0,True
38021,7,7,1.0,1.0,0.0,0.0,True
38022,4,4,2.0,0.7,0.3,0.0,True
38023,8,8,4.0,0.6,0.2,0.1,True
38024,8,9,3.0,0.5,0.4,0.1,False
38025,1,1,2.0,0.9,0.1,0.0,True
38026,9,4,2.0,0.8,0.2,0.0,False
38027,3,3,1.0,1.0,0.0,0.0,True
38028,1,1,3.0,0.8,0.1,0.1,True
38029,9,4,3.0,0.5,0.4,0.1,False
38030,3,3,3.0,0.8,0.1,0.1,True
38031,7,7,1.0,1.0,0.0,0.0,True
38032,3,3,1.0,1.0,0.0,0.0,True
38033,3,3,1.0,1.0,0.0,0.0,True
38034,0,0,2.0,0.9,0.1,0.0,True
38035,3,3,4.0,0.5,0.2,0.2,True
38036,6,6,3.0,0.7,0.2,0.1,True
38037,5,0,5.0,0.4,0.3,0.1,False
38038,0,0,1.0,1.0,0.0,0.0,True
38039,7,7,2.0,0.9,0.1,0.0,True
38040,6,6,1.0,1.0,0.0,0.0,True
38041,6,6,7.0,0.2,0.2,0.2,True
38042,3,2,3.0,0.7,0.2,0.1,False
38043,6,6,1.0,1.0,0.0,0.0,True
38044,4,4,4.0,0.5,0.3,0.1,True
38045,7,7,2.0,0.9,0.1,0.0,True
38046,6,6,1.0,1.0,0.0,0.0,True
38047,9,9,3.0,0.7,0.2,0.1,True
38048,1,1,2.0,0.9,0.1,0.0,True
38049,4,4,1.0,1.0,0.0,0.0,True
38050,9,4,3.0,0.6,0.3,0.1,False
38051,9,9,2.0,0.9,0.1,0.0,True
38052,2,2,1.0,1.0,0.0,0.0,True
38053,8,8,2.0,0.9,0.1,0.0,True
38054,6,6,2.0,0.9,0.1,0.0,True
38055,5,5,2.0,0.9,0.1,0.0,True
38056,0,0,3.0,0.8,0.1,0.1,True
38057,4,4,2.0,0.9,0.1,0.0,True
38058,3,1,5.0,0.4,0.2,0.2,False
38059,3,3,2.0,0.9,0.1,0.0,True
38060,0,0,2.0,0.9,0.1,0.0,True
38061,4,4,1.0,1.0,0.0,0.0,True
38062,7,7,2.0,0.9,0.1,0.0,True
38063,7,7,3.0,0.4,0.3,0.3,True
38064,8,8,2.0,0.9,0.1,0.0,True
38065,1,1,1.0,1.0,0.0,0.0,True
38066,0,0,1.0,1.0,0.0,0.0,True
38067,0,0,2.0,0.9,0.1,0.0,True
38068,0,0,1.0,1.0,0.0,0.0,True
38069,9,9,4.0,0.4,0.3,0.2,True
38070,4,4,3.0,0.5,0.3,0.2,True
38071,3,3,3.0,0.7,0.2,0.1,True
38072,6,6,1.0,1.0,0.0,0.0,True
38073,2,2,1.0,1.0,0.0,0.0,True
38074,1,1,3.0,0.6,0.3,0.1,True
38075,6,6,2.0,0.9,0.1,0.0,True
38076,5,5,2.0,0.9,0.1,0.0,True
38077,0,0,3.0,0.7,0.2,0.1,True
38078,6,6,1.0,1.0,0.0,0.0,True
38079,2,2,4.0,0.4,0.2,0.2,True
38080,6,6,2.0,0.9,0.1,0.0,True
38081,7,7,1.0,1.0,0.0,0.0,True
38082,6,6,3.0,0.8,0.1,0.1,True
38083,5,5,3.0,0.7,0.2,0.1,True
38084,5,5,3.0,0.5,0.4,0.1,True
38085,3,3,1.0,1.0,0.0,0.0,True
38086,1,1,1.0,1.0,0.0,0.0,True
38087,7,7,1.0,1.0,0.0,0.0,True
38088,2,2,4.0,0.6,0.2,0.1,True
38089,9,9,2.0,0.8,0.2,0.0,True
38090,1,1,2.0,0.8,0.2,0.0,True
38091,7,7,1.0,1.0,0.0,0.0,True
38092,1,1,3.0,0.8,0.1,0.1,True
38093,2,2,4.0,0.3,0.3,0.2,True
38094,3,3,1.0,1.0,0.0,0.0,True
38095,8,5,6.0,0.3,0.3,0.1,False
38096,6,6,1.0,1.0,0.0,0.0,True
38097,8,8,1.0,1.0,0.0,0.0,True
38098,1,1,1.0,1.0,0.0,0.0,True
38099,3,3,1.0,1.0,0.0,0.0,True
38100,4,6,2.0,0.7,0.3,0.0,False
38101,9,9,3.0,0.8,0.1,0.1,True
38102,1,1,2.0,0.8,0.2,0.0,True
38103,9,9,1.0,1.0,0.0,0.0,True
38104,0,6,8.0,0.3,0.1,0.1,False
38105,7,7,2.0,0.8,0.2,0.0,True
38106,5,5,2.0,0.8,0.2,0.0,True
38107,5,6,3.0,0.7,0.2,0.1,False
38108,6,6,2.0,0.9,0.1,0.0,True
38109,8,8,5.0,0.6,0.1,0.1,True
38110,6,6,2.0,0.9,0.1,0.0,True
38111,3,3,1.0,1.0,0.0,0.0,True
38112,1,1,2.0,0.9,0.1,0.0,True
38113,4,4,2.0,0.9,0.1,0.0,True
38114,8,8,4.0,0.4,0.3,0.2,True
38115,4,4,2.0,0.9,0.1,0.0,True
38116,6,6,2.0,0.9,0.1,0.0,True
38117,3,3,3.0,0.8,0.1,0.1,True
38118,9,9,2.0,0.9,0.1,0.0,True
38119,8,8,3.0,0.5,0.4,0.1,True
38120,7,7,1.0,1.0,0.0,0.0,True
38121,4,4,2.0,0.9,0.1,0.0,True
38122,3,3,1.0,1.0,0.0,0.0,True
38123,2,2,1.0,1.0,0.0,0.0,True
38124,7,7,1.0,1.0,0.0,0.0,True
38125,3,3,1.0,1.0,0.0,0.0,True
38126,4,4,4.0,0.5,0.3,0.1,True
38127,1,1,1.0,1.0,0.0,0.0,True
38128,9,9,2.0,0.7,0.3,0.0,True
38129,5,5,3.0,0.7,0.2,0.1,True
38130,4,4,3.0,0.7,0.2,0.1,True
38131,8,8,4.0,0.7,0.1,0.1,True
38132,4,4,3.0,0.7,0.2,0.1,True
38133,2,2,2.0,0.7,0.3,0.0,True
38134,3,3,2.0,0.8,0.2,0.0,True
38135,1,1,2.0,0.9,0.1,0.0,True
38136,9,4,2.0,0.5,0.5,0.0,False
38137,2,2,4.0,0.6,0.2,0.1,True
38138,2,4,2.0,0.7,0.3,0.0,False
38139,5,5,4.0,0.5,0.2,0.2,True
38140,0,0,1.0,1.0,0.0,0.0,True
38141,8,8,3.0,0.7,0.2,0.1,True
38142,6,6,1.0,1.0,0.0,0.0,True
38143,3,8,4.0,0.5,0.3,0.1,False
38144,3,3,2.0,0.8,0.2,0.0,True
38145,7,7,1.0,1.0,0.0,0.0,True
38146,3,3,5.0,0.3,0.3,0.2,True
38147,0,0,1.0,1.0,0.0,0.0,True
38148,4,4,2.0,0.9,0.1,0.0,True
38149,1,1,1.0,1.0,0.0,0.0,True
38150,3,7,4.0,0.6,0.2,0.1,False
38151,8,8,2.0,0.9,0.1,0.0,True
38152,9,9,3.0,0.6,0.2,0.2,True
38153,5,5,5.0,0.4,0.3,0.1,True
38154,6,6,3.0,0.8,0.1,0.1,True
38155,3,3,3.0,0.8,0.1,0.1,True
38156,2,2,5.0,0.4,0.2,0.2,True
38157,0,0,2.0,0.9,0.1,0.0,True
38158,0,0,1.0,1.0,0.0,0.0,True
38159,7,7,4.0,0.4,0.4,0.1,True
38160,1,1,1.0,1.0,0.0,0.0,True
38161,5,7,4.0,0.4,0.3,0.2,False
38162,9,9,1.0,1.0,0.0,0.0,True
38163,3,5,4.0,0.4,0.4,0.1,False
38164,6,6,5.0,0.6,0.1,0.1,True
38165,9,4,2.0,0.6,0.4,0.0,False
38166,1,1,2.0,0.9,0.1,0.0,True
38167,6,6,1.0,1.0,0.0,0.0,True
38168,2,2,1.0,1.0,0.0,0.0,True
38169,8,8,4.0,0.6,0.2,0.1,True
38170,5,5,4.0,0.5,0.3,0.1,True
38171,2,2,2.0,0.9,0.1,0.0,True
